serogroup Results
Accession,query,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,
SRR491161,contig00014,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
SRR491169,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491170,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491171,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491172,contig00010,O1,100.000,555,0,0,99288,99842,1,555,0.0,1026,
SRR491173,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491175,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491176,contig00007,O1,100.000,555,0,0,110945,111499,1,555,0.0,1026,
SRR491177,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR491178,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR5460628,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460629,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460630,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460631,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460632,contig00014,O1,100.000,555,0,0,4822,5376,1,555,0.0,1026,
SRR5460633,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460634,contig00017,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460635,contig00018,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460636,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460637,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460638,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460639,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460640,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460641,contig00013,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460642,contig00016,O1,100.000,555,0,0,4822,5376,1,555,0.0,1026,
SRR5460643,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460644,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460645,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460646,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460647,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460648,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460649,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460650,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460651,contig00014,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460652,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460653,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460654,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460655,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460656,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460657,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460658,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460659,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460660,contig00014,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460661,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460662,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460663,contig00017,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460664,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460665,contig00015,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460666,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5460667,contig00016,O1,100.000,555,0,0,4818,5372,1,555,0.0,1026,
SRR5985999,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986000,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986001,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986002,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986003,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986004,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986005,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986006,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986007,contig00008,O1,100.000,555,0,0,79725,80279,1,555,0.0,1026,
SRR5986008,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986009,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986011,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986012,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986013,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986015,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986016,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986017,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986018,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986019,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986020,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986021,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986022,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986023,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986024,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986025,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986026,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986027,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986028,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986029,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986030,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986031,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986032,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986033,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986034,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986035,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986036,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986037,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986038,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986039,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986040,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986041,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986042,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986043,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986044,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986045,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986046,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986047,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986048,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986049,contig00010,O1,100.000,555,0,0,111151,111705,1,555,0.0,1026,
SRR5986050,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986051,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986052,contig00010,O1,100.000,555,0,0,111151,111705,1,555,0.0,1026,
SRR5986053,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986054,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986055,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986056,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986057,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986058,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986059,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986060,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986061,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986062,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986063,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986064,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986065,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986066,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986067,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986068,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986070,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986071,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986072,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986073,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986074,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986075,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986076,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986077,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986078,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986079,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986080,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986081,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986082,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986083,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986084,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986085,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986086,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986087,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986088,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986089,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986090,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986091,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986092,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986093,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986094,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986095,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986096,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986097,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986098,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986099,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986100,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986101,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986102,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986103,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986104,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986105,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986106,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986107,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986108,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986109,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986110,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986111,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986112,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986113,contig00009,O1,100.000,555,0,0,79724,80278,1,555,0.0,1026,
SRR5986114,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986115,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986116,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986117,contig00010,O1,100.000,555,0,0,111158,111712,1,555,0.0,1026,
SRR5986118,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986119,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986120,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986121,contig00011,O1,100.000,555,0,0,110971,111525,1,555,0.0,1026,
SRR5986122,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986123,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986124,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986125,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986126,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986127,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986128,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986129,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986130,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986131,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986132,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986133,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986134,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR5986135,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR5986136,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986137,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR5986138,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986139,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986140,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986141,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR5986142,contig00010,O1,100.000,555,0,0,111151,111705,1,555,0.0,1026,
SRR5986143,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR5986144,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR5986145,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986146,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986147,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986148,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986149,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986150,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986151,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986152,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986153,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986154,contig00008,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986155,contig00010,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986156,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986157,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986158,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986159,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986160,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986161,contig00007,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986162,contig00007,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986163,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR5986164,contig00009,O1,100.000,555,0,0,79723,80277,1,555,0.0,1026,
SRR5986165,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,

